scene_id,phase,local_mask_id,object_id,global_object_id,source_catalog_id,object_name,class_name,questionnaire_path,sos_path,sos_data_path,mask_source
scene002,phase0,5,remote_controller,52,107,remote_controller,remote_controller,objects_meta/remote_controller/questionnaire.json,objects/remote_controller/,objects/remote_controller/,scenes/scene002/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene002,phase0,6,knife.1,37,77.1,knife,knife,objects_meta/knife.1/questionnaire.json,objects/knife.1/,objects/knife.1/,scenes/scene002/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene002,phase0,7,shoe.1,56,117.1,shoe,shoe,objects_meta/shoe.1/questionnaire.json,objects/shoe.1/,objects/shoe.1/,scenes/scene002/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene002,phase1,1,handy_pot,28,65,handy_pot,handy_pot,objects_meta/handy_pot/questionnaire.json,objects/handy_pot/,objects/handy_pot/,scenes/scene002/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene002,phase1,2,milk_box.1,42,85.1,milk_box,milk_box,objects_meta/milk_box.1/questionnaire.json,objects/milk_box.1/,objects/milk_box.1/,scenes/scene002/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene002,phase1,3,tong,66,141,tong,tong,objects_meta/tong/questionnaire.json,objects/tong/,objects/tong/,scenes/scene002/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene002,phase1,4,mustard_bottle.3,46,89.3,mustard_bottle,mustard_bottle,objects_meta/mustard_bottle.3/questionnaire.json,objects/mustard_bottle.3/,objects/mustard_bottle.3/,scenes/scene002/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene002,phase1,5,remote_controller,52,107,remote_controller,remote_controller,objects_meta/remote_controller/questionnaire.json,objects/remote_controller/,objects/remote_controller/,scenes/scene002/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene002,phase1,6,knife.1,37,77.1,knife,knife,objects_meta/knife.1/questionnaire.json,objects/knife.1/,objects/knife.1/,scenes/scene002/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene002,phase1,7,shoe.1,56,117.1,shoe,shoe,objects_meta/shoe.1/questionnaire.json,objects/shoe.1/,objects/shoe.1/,scenes/scene002/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene002,phase2,1,handy_pot,28,65,handy_pot,handy_pot,objects_meta/handy_pot/questionnaire.json,objects/handy_pot/,objects/handy_pot/,scenes/scene002/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene002,phase2,2,milk_box.1,42,85.1,milk_box,milk_box,objects_meta/milk_box.1/questionnaire.json,objects/milk_box.1/,objects/milk_box.1/,scenes/scene002/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene002,phase2,3,tong,66,141,tong,tong,objects_meta/tong/questionnaire.json,objects/tong/,objects/tong/,scenes/scene002/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene002,phase2,4,mustard_bottle.3,46,89.3,mustard_bottle,mustard_bottle,objects_meta/mustard_bottle.3/questionnaire.json,objects/mustard_bottle.3/,objects/mustard_bottle.3/,scenes/scene002/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene002,phase2,5,remote_controller,52,107,remote_controller,remote_controller,objects_meta/remote_controller/questionnaire.json,objects/remote_controller/,objects/remote_controller/,scenes/scene002/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene002,phase2,6,knife.1,37,77.1,knife,knife,objects_meta/knife.1/questionnaire.json,objects/knife.1/,objects/knife.1/,scenes/scene002/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene002,phase2,7,shoe.1,56,117.1,shoe,shoe,objects_meta/shoe.1/questionnaire.json,objects/shoe.1/,objects/shoe.1/,scenes/scene002/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase0,1,helmet,31,68,helmet,helmet,objects_meta/helmet/questionnaire.json,objects/helmet/,objects/helmet/,scenes/scene003/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase0,2,power_drill,49,102,power_drill,power_drill,objects_meta/power_drill/questionnaire.json,objects/power_drill/,objects/power_drill/,scenes/scene003/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase0,3,pump_bottle.2,51,105.2,pump_bottle,pump_bottle,objects_meta/pump_bottle.2/questionnaire.json,objects/pump_bottle.2/,objects/pump_bottle.2/,scenes/scene003/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase0,4,bear.1,9,14.1,bear,bear,objects_meta/bear.1/questionnaire.json,objects/bear.1/,objects/bear.1/,scenes/scene003/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase0,5,scissors.1,54,113.1,scissors,scissors,objects_meta/scissors.1/questionnaire.json,objects/scissors.1/,objects/scissors.1/,scenes/scene003/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase0,6,pringles_can.2,50,103.2,pringles_can,pringles_can,objects_meta/pringles_can.2/questionnaire.json,objects/pringles_can.2/,objects/pringles_can.2/,scenes/scene003/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase0,7,apple,3,5,apple,apple,objects_meta/apple/questionnaire.json,objects/apple/,objects/apple/,scenes/scene003/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase1,1,helmet,31,68,helmet,helmet,objects_meta/helmet/questionnaire.json,objects/helmet/,objects/helmet/,scenes/scene003/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase1,2,power_drill,49,102,power_drill,power_drill,objects_meta/power_drill/questionnaire.json,objects/power_drill/,objects/power_drill/,scenes/scene003/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase1,3,pump_bottle.2,51,105.2,pump_bottle,pump_bottle,objects_meta/pump_bottle.2/questionnaire.json,objects/pump_bottle.2/,objects/pump_bottle.2/,scenes/scene003/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase1,4,bear.1,9,14.1,bear,bear,objects_meta/bear.1/questionnaire.json,objects/bear.1/,objects/bear.1/,scenes/scene003/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase1,5,scissors.1,54,113.1,scissors,scissors,objects_meta/scissors.1/questionnaire.json,objects/scissors.1/,objects/scissors.1/,scenes/scene003/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase1,6,pringles_can.2,50,103.2,pringles_can,pringles_can,objects_meta/pringles_can.2/questionnaire.json,objects/pringles_can.2/,objects/pringles_can.2/,scenes/scene003/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase1,7,apple,3,5,apple,apple,objects_meta/apple/questionnaire.json,objects/apple/,objects/apple/,scenes/scene003/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase2,1,helmet,31,68,helmet,helmet,objects_meta/helmet/questionnaire.json,objects/helmet/,objects/helmet/,scenes/scene003/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase2,2,power_drill,49,102,power_drill,power_drill,objects_meta/power_drill/questionnaire.json,objects/power_drill/,objects/power_drill/,scenes/scene003/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase2,3,pump_bottle.2,51,105.2,pump_bottle,pump_bottle,objects_meta/pump_bottle.2/questionnaire.json,objects/pump_bottle.2/,objects/pump_bottle.2/,scenes/scene003/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase2,4,bear.1,9,14.1,bear,bear,objects_meta/bear.1/questionnaire.json,objects/bear.1/,objects/bear.1/,scenes/scene003/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase2,5,scissors.1,54,113.1,scissors,scissors,objects_meta/scissors.1/questionnaire.json,objects/scissors.1/,objects/scissors.1/,scenes/scene003/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase2,6,pringles_can.2,50,103.2,pringles_can,pringles_can,objects_meta/pringles_can.2/questionnaire.json,objects/pringles_can.2/,objects/pringles_can.2/,scenes/scene003/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase2,7,apple,3,5,apple,apple,objects_meta/apple/questionnaire.json,objects/apple/,objects/apple/,scenes/scene003/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase0,1,baking_tray.1,4,7.1,baking_tray,baking_tray,objects_meta/baking_tray.1/questionnaire.json,objects/baking_tray.1/,objects/baking_tray.1/,scenes/scene004/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase0,2,spray_bottle.2,62,127.2,spray_bottle,spray_bottle,objects_meta/spray_bottle.2/questionnaire.json,objects/spray_bottle.2/,objects/spray_bottle.2/,scenes/scene004/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase0,3,shampoo_bottle,55,114,shampoo_bottle,shampoo_bottle,objects_meta/shampoo_bottle/questionnaire.json,objects/shampoo_bottle/,objects/shampoo_bottle/,scenes/scene004/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase0,4,umbrella,69,147,umbrella,umbrella,objects_meta/umbrella/questionnaire.json,objects/umbrella/,objects/umbrella/,scenes/scene004/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase0,5,teapot,65,137,teapot,teapot,objects_meta/teapot/questionnaire.json,objects/teapot/,objects/teapot/,scenes/scene004/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase0,6,candy_bar.1,14,25.1,candy_bar,candy_bar,objects_meta/candy_bar.1/questionnaire.json,objects/candy_bar.1/,objects/candy_bar.1/,scenes/scene004/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase0,7,mouse.3,44,87.3,mouse,mouse,objects_meta/mouse.3/questionnaire.json,objects/mouse.3/,objects/mouse.3/,scenes/scene004/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase1,1,baking_tray.1,4,7.1,baking_tray,baking_tray,objects_meta/baking_tray.1/questionnaire.json,objects/baking_tray.1/,objects/baking_tray.1/,scenes/scene004/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase1,2,spray_bottle.2,62,127.2,spray_bottle,spray_bottle,objects_meta/spray_bottle.2/questionnaire.json,objects/spray_bottle.2/,objects/spray_bottle.2/,scenes/scene004/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase1,3,shampoo_bottle,55,114,shampoo_bottle,shampoo_bottle,objects_meta/shampoo_bottle/questionnaire.json,objects/shampoo_bottle/,objects/shampoo_bottle/,scenes/scene004/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase1,4,umbrella,69,147,umbrella,umbrella,objects_meta/umbrella/questionnaire.json,objects/umbrella/,objects/umbrella/,scenes/scene004/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase1,5,teapot,65,137,teapot,teapot,objects_meta/teapot/questionnaire.json,objects/teapot/,objects/teapot/,scenes/scene004/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase1,6,candy_bar.1,14,25.1,candy_bar,candy_bar,objects_meta/candy_bar.1/questionnaire.json,objects/candy_bar.1/,objects/candy_bar.1/,scenes/scene004/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase1,7,mouse.3,44,87.3,mouse,mouse,objects_meta/mouse.3/questionnaire.json,objects/mouse.3/,objects/mouse.3/,scenes/scene004/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase2,1,baking_tray.1,4,7.1,baking_tray,baking_tray,objects_meta/baking_tray.1/questionnaire.json,objects/baking_tray.1/,objects/baking_tray.1/,scenes/scene004/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase2,2,spray_bottle.2,62,127.2,spray_bottle,spray_bottle,objects_meta/spray_bottle.2/questionnaire.json,objects/spray_bottle.2/,objects/spray_bottle.2/,scenes/scene004/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase2,3,shampoo_bottle,55,114,shampoo_bottle,shampoo_bottle,objects_meta/shampoo_bottle/questionnaire.json,objects/shampoo_bottle/,objects/shampoo_bottle/,scenes/scene004/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase2,4,umbrella,69,147,umbrella,umbrella,objects_meta/umbrella/questionnaire.json,objects/umbrella/,objects/umbrella/,scenes/scene004/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase2,5,teapot,65,137,teapot,teapot,objects_meta/teapot/questionnaire.json,objects/teapot/,objects/teapot/,scenes/scene004/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase2,6,candy_bar.1,14,25.1,candy_bar,candy_bar,objects_meta/candy_bar.1/questionnaire.json,objects/candy_bar.1/,objects/candy_bar.1/,scenes/scene004/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase2,7,mouse.3,44,87.3,mouse,mouse,objects_meta/mouse.3/questionnaire.json,objects/mouse.3/,objects/mouse.3/,scenes/scene004/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase0,1,basting_brush.1,7,11.1,basting_brush,basting_brush,objects_meta/basting_brush.1/questionnaire.json,objects/basting_brush.1/,objects/basting_brush.1/,scenes/scene005/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase0,2,coffee_can.1,17,37.1,coffee_can,coffee_can,objects_meta/coffee_can.1/questionnaire.json,objects/coffee_can.1/,objects/coffee_can.1/,scenes/scene005/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase0,3,cable,13,23,cable,cable,objects_meta/cable/questionnaire.json,objects/cable/,objects/cable/,scenes/scene005/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase0,4,spatula.2,60,124.2,spatula,spatula,objects_meta/spatula.2/questionnaire.json,objects/spatula.2/,objects/spatula.2/,scenes/scene005/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase0,5,cup.1,19,40.1,cup,cup,objects_meta/cup.1/questionnaire.json,objects/cup.1/,objects/cup.1/,scenes/scene005/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase0,6,glue_bottle.1,25,58.1,glue_bottle,glue_bottle,objects_meta/glue_bottle.1/questionnaire.json,objects/glue_bottle.1/,objects/glue_bottle.1/,scenes/scene005/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase0,7,t-handle.2,63,133.2,t-handle,t-handle,objects_meta/t-handle.2/questionnaire.json,objects/t-handle.2/,objects/t-handle.2/,scenes/scene005/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase1,1,basting_brush.1,7,11.1,basting_brush,basting_brush,objects_meta/basting_brush.1/questionnaire.json,objects/basting_brush.1/,objects/basting_brush.1/,scenes/scene005/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase1,2,coffee_can.1,17,37.1,coffee_can,coffee_can,objects_meta/coffee_can.1/questionnaire.json,objects/coffee_can.1/,objects/coffee_can.1/,scenes/scene005/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase1,3,cable,13,23,cable,cable,objects_meta/cable/questionnaire.json,objects/cable/,objects/cable/,scenes/scene005/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase1,4,spatula.2,60,124.2,spatula,spatula,objects_meta/spatula.2/questionnaire.json,objects/spatula.2/,objects/spatula.2/,scenes/scene005/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase1,5,cup.1,19,40.1,cup,cup,objects_meta/cup.1/questionnaire.json,objects/cup.1/,objects/cup.1/,scenes/scene005/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase1,6,glue_bottle.1,25,58.1,glue_bottle,glue_bottle,objects_meta/glue_bottle.1/questionnaire.json,objects/glue_bottle.1/,objects/glue_bottle.1/,scenes/scene005/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase1,7,t-handle.2,63,133.2,t-handle,t-handle,objects_meta/t-handle.2/questionnaire.json,objects/t-handle.2/,objects/t-handle.2/,scenes/scene005/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase2,1,basting_brush.1,7,11.1,basting_brush,basting_brush,objects_meta/basting_brush.1/questionnaire.json,objects/basting_brush.1/,objects/basting_brush.1/,scenes/scene005/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase2,2,coffee_can.1,17,37.1,coffee_can,coffee_can,objects_meta/coffee_can.1/questionnaire.json,objects/coffee_can.1/,objects/coffee_can.1/,scenes/scene005/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase2,3,cable,13,23,cable,cable,objects_meta/cable/questionnaire.json,objects/cable/,objects/cable/,scenes/scene005/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase2,4,spatula.2,60,124.2,spatula,spatula,objects_meta/spatula.2/questionnaire.json,objects/spatula.2/,objects/spatula.2/,scenes/scene005/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase2,5,cup.1,19,40.1,cup,cup,objects_meta/cup.1/questionnaire.json,objects/cup.1/,objects/cup.1/,scenes/scene005/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase2,6,glue_bottle.1,25,58.1,glue_bottle,glue_bottle,objects_meta/glue_bottle.1/questionnaire.json,objects/glue_bottle.1/,objects/glue_bottle.1/,scenes/scene005/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase2,7,t-handle.2,63,133.2,t-handle,t-handle,objects_meta/t-handle.2/questionnaire.json,objects/t-handle.2/,objects/t-handle.2/,scenes/scene005/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase0,1,ladle,38,78,ladle,ladle,objects_meta/ladle/questionnaire.json,objects/ladle/,objects/ladle/,scenes/scene006/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase0,2,cleaning_brush,15,34,cleaning_brush,cleaning_brush,objects_meta/cleaning_brush/questionnaire.json,objects/cleaning_brush/,objects/cleaning_brush/,scenes/scene006/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase0,3,bowl.1,12,20.1,bowl,bowl,objects_meta/bowl.1/questionnaire.json,objects/bowl.1/,objects/bowl.1/,scenes/scene006/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase0,4,instant_noodle_packet,32,70,instant_noodle_packet,instant_noodle_packet,objects_meta/instant_noodle_packet/questionnaire.json,objects/instant_noodle_packet/,objects/instant_noodle_packet/,scenes/scene006/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase0,5,jello_box.1,34,72.1,jello_box,jello_box,objects_meta/jello_box.1/questionnaire.json,objects/jello_box.1/,objects/jello_box.1/,scenes/scene006/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase0,6,soup_can.1,59,122.1,soup_can,soup_can,objects_meta/soup_can.1/questionnaire.json,objects/soup_can.1/,objects/soup_can.1/,scenes/scene006/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase0,7,headphone,30,67,headphone,headphone,objects_meta/headphone/questionnaire.json,objects/headphone/,objects/headphone/,scenes/scene006/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase1,1,ladle,38,78,ladle,ladle,objects_meta/ladle/questionnaire.json,objects/ladle/,objects/ladle/,scenes/scene006/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase1,2,cleaning_brush,15,34,cleaning_brush,cleaning_brush,objects_meta/cleaning_brush/questionnaire.json,objects/cleaning_brush/,objects/cleaning_brush/,scenes/scene006/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase1,3,bowl.1,12,20.1,bowl,bowl,objects_meta/bowl.1/questionnaire.json,objects/bowl.1/,objects/bowl.1/,scenes/scene006/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase1,4,instant_noodle_packet,32,70,instant_noodle_packet,instant_noodle_packet,objects_meta/instant_noodle_packet/questionnaire.json,objects/instant_noodle_packet/,objects/instant_noodle_packet/,scenes/scene006/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase1,5,jello_box.1,34,72.1,jello_box,jello_box,objects_meta/jello_box.1/questionnaire.json,objects/jello_box.1/,objects/jello_box.1/,scenes/scene006/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase1,6,soup_can.1,59,122.1,soup_can,soup_can,objects_meta/soup_can.1/questionnaire.json,objects/soup_can.1/,objects/soup_can.1/,scenes/scene006/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase1,7,headphone,30,67,headphone,headphone,objects_meta/headphone/questionnaire.json,objects/headphone/,objects/headphone/,scenes/scene006/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase2,1,ladle,38,78,ladle,ladle,objects_meta/ladle/questionnaire.json,objects/ladle/,objects/ladle/,scenes/scene006/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase2,2,cleaning_brush,15,34,cleaning_brush,cleaning_brush,objects_meta/cleaning_brush/questionnaire.json,objects/cleaning_brush/,objects/cleaning_brush/,scenes/scene006/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase2,3,bowl.1,12,20.1,bowl,bowl,objects_meta/bowl.1/questionnaire.json,objects/bowl.1/,objects/bowl.1/,scenes/scene006/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase2,4,instant_noodle_packet,32,70,instant_noodle_packet,instant_noodle_packet,objects_meta/instant_noodle_packet/questionnaire.json,objects/instant_noodle_packet/,objects/instant_noodle_packet/,scenes/scene006/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase2,5,jello_box.1,34,72.1,jello_box,jello_box,objects_meta/jello_box.1/questionnaire.json,objects/jello_box.1/,objects/jello_box.1/,scenes/scene006/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
